ID_Factura,Fecha_Venta,ID_Cliente,Categoria_Producto,Precio_Unitario,Cantidad,Canal_Venta
FAC_2013,2026-01-30,CLI_0054,Tapetes,84016,1,WhatsApp
FAC_1623,2026-06-26,CLI_0173,Tapetes,80249,1,Tienda Física
FAC_1286,2026-05-30,CLI_0042,Forros_Asiento,167714,1,Tienda Física
FAC_1240,2025-12-20,CLI_0137,Accesorios,24605,1,WhatsApp
FAC_1240,2025-12-11,CLI_0141,Cubre_Volantes,40690,2,Tienda Física
FAC_2184,2025-12-01,CLI_0203, Forros_Asiento ,166574,1,Tienda Física
FAC_2000,2026-06-08,CLI_0281,Tapetes,88261,1,Tienda Física
FAC_1925,2026-06-25,CLI_0221,Forros_Asiento,152048,1,Tienda Física
FAC_1596,2025-10-10,CLI_0087,Accesorios,26757,1,Web
FAC_1726,2026-04-08,CLI_0223,Tapetes,81211,3,Tienda Física
FAC_1952,2026-07-07,CLI_0128, Forros_Asiento ,71834,1,WhatsApp
FAC_1818,2025-10-26,CLI_0289,Accesorios,23076,1,Tienda Física
FAC_1649,2025-11-06,CLI_0057,Forros_Asiento,165007,1,WhatsApp
FAC_1807,2025-08-19,CLI_0270,Forros_Asiento,160287,1,WhatsApp
FAC_2042,2025-10-07,CLI_0125,Forros_Asiento,128892,1,Tienda Física
FAC_1725,2025-10-09,CLI_0278,Tapetes,78516,2,Tienda Física
FAC_1845,2026-01-20,CLI_0008,Forros_Asiento,179870,1,Tienda Física
FAC_1595,2025-10-21,CLI_0297,Accesorios,22285,3,WhatsApp
FAC_1637,2025-12-29,CLI_0178,Accesorios,27346,1,Tienda Física
FAC_1111,2026-02-17,CLI_0272,Cubre_Volantes,50186,1,WhatsApp
FAC_1863,2025-09-30,CLI_0160,Accesorios,26052,2,Tienda Física
FAC_1195,2026-06-10,CLI_0145, Forros_Asiento ,121385,1,Web
FAC_1588,2026-05-27,CLI_0268, Forros_Asiento ,4757800,1,Tienda Física
FAC_1878,2026-07-19,CLI_0210,Tapetes,103517,1,Web
FAC_2199,2026-01-30,CLI_0226,Accesorios,31230,1,WhatsApp
FAC_1148,2025-09-05,CLI_0272,Accesorios,27362,1,Tienda Física
FAC_1078,2026-05-15,CLI_0209,Forros_Asiento,160224,1,Tienda Física
FAC_1441,2026-05-22,,Forros_Asiento,162938,1,Tienda Física
FAC_2088,2026-01-31,CLI_0268,Forros_Asiento,158829,2,WhatsApp
FAC_1816,2025-10-04,CLI_0007,Tapetes,103717,1,WhatsApp
FAC_1302,2025-10-26,,Accesorios,22371,1,Tienda Física
FAC_1680,2025-10-09,CLI_0207,Tapetes,91380,1,WhatsApp
FAC_1397,2026-04-14,CLI_0010,Forros_Asiento,150128,1,WhatsApp
FAC_1064,2026-05-20,CLI_0163,Cubre_Volantes,45221,2,Tienda Física
FAC_1266,2026-07-23,,Accesorios,20565,-1,WhatsApp
FAC_1025,2026-01-25,CLI_0292,Forros_Asiento,144880,1,Tienda Física
FAC_2136,2025-08-26,CLI_0208, Forros_Asiento ,168030,1,Tienda Física
FAC_2126,2026-04-29,CLI_0175,Forros_Asiento,129951,-2,Tienda Física
FAC_1574,2026-05-28,CLI_0112,Tapetes,79212,1,Tienda Física
FAC_2185,2025-08-13,CLI_0189,Forros_Asiento,138100,1,Web
FAC_1683,2025-09-06,CLI_0040,tapetes,88386,1,Tienda Física
FAC_2081,2025-11-28,CLI_0188, Forros_Asiento ,82204,2,Tienda Física
FAC_1564,2026-07-03,CLI_0090, Forros_Asiento ,153495,1,Tienda Física
FAC_1012,2025-11-08,CLI_0056, Forros_Asiento ,86530,1,WhatsApp
FAC_1767,2026-04-17,CLI_0281, Forros_Asiento ,185067,1,Tienda Física
FAC_1524,2026-01-22,,Forros_Asiento,169752,1,Tienda Física
FAC_1623,2026-07-08,CLI_0018, Forros_Asiento ,137306,2,WhatsApp
FAC_1356,2026-03-03,, Forros_Asiento ,138572,1,Web
FAC_1404,2025-09-15,CLI_0055,Accesorios,25052,1,WhatsApp
FAC_1477,2026-04-23,CLI_0022,Tapetes,81714,1,Tienda Física
FAC_1300,2025-12-23,CLI_0163, Forros_Asiento ,166348,1,Tienda Física
FAC_2038,2026-07-29,CLI_0172,Cubre_Volantes,38643,2,Tienda Física
FAC_2032,2026-07-12,CLI_0086,Cubre_Volantes,35373,1,Tienda Física
FAC_1322,2025-08-15,CLI_0033,Tapetes,72493,1,Tienda Física
FAC_1369,2026-02-15,CLI_0144,Tapetes,78429,1,WhatsApp
FAC_2079,2025-12-22,CLI_0159,Tapetes,74656,2,WhatsApp
FAC_1785,2026-04-01,CLI_0056,Accesorios,24603,1,Tienda Física
FAC_2190,2025-09-19,CLI_0235,Tapetes,97726,2,Tienda Física
FAC_1503,2026-06-15,,Forros_Asiento,130280,1,Tienda Física
FAC_1597,2026-03-08,CLI_0121,Accesorios,24595,1,Tienda Física
FAC_1966,2026-07-17,CLI_0166, Forros_Asiento ,86668,1,Tienda Física
FAC_1828,2026-07-05,CLI_0105, Forros_Asiento ,84100,2,Tienda Física
FAC_2125,2025-11-01,CLI_0111,Tapetes,84480,1,WhatsApp
FAC_1523,2026-08-01,CLI_0060, Forros_Asiento ,130832,2,Tienda Física
FAC_2036,2026-06-30,CLI_0232,Tapetes,69734,1,Tienda Física
FAC_1481,2025-11-13,CLI_0127,Forros_Asiento,141716,-1,Tienda Física
FAC_1085,2025-09-11,CLI_0296,Tapetes,91183,2,WhatsApp
FAC_2034,2026-03-18,CLI_0004,Tapetes,102466,1,Tienda Física
FAC_1355,2026-01-31,CLI_0216,Tapetes,81723,1,WhatsApp
FAC_1901,2026-04-04,CLI_0107,Forros_Asiento,142442,1,Web
FAC_1442,2025-10-31,CLI_0247,Tapetes,95578,1,Tienda Física
FAC_1860,2026-06-30,CLI_0021,Accesorios,27400,1,WhatsApp
FAC_1084,2025-12-19,CLI_0127,Tapetes,78839,1,Tienda Física
FAC_1755,2026-06-08,CLI_0215,Cubre_Volantes,46310,1,Tienda Física
FAC_1491,2026-01-18,,Accesorios,28007,2,Tienda Física
FAC_1030,2026-07-07,CLI_0235,Forros_Asiento,161874,-1,WhatsApp
FAC_1044,2026-07-25,CLI_0051, Forros_Asiento ,156560,1,Tienda Física
FAC_1084,2026-03-31,CLI_0168,Tapetes,87280,1,Tienda Física
FAC_2182,2025-12-12,CLI_0079,Accesorios,26263,2,Tienda Física
FAC_2037,2025-08-18,CLI_0207,Forros_Asiento,189568,1,Tienda Física
FAC_1380,2026-04-11,CLI_0236,Forros_Asiento,161384,1,Web
FAC_1811,2026-07-03,CLI_0258,Cubre_Volantes,47822,2,Web
FAC_2141,2025-09-27,CLI_0131,Forros_Asiento,14099400,1,WhatsApp
FAC_1735,2026-08-01,,Cubre_Volantes,48585,-1,Tienda Física
FAC_1248,2026-01-26,CLI_0293,Cubre_Volantes,47898,1,Web
FAC_1671,2025-08-23,CLI_0297,Tapetes,74721,1,WhatsApp
FAC_1773,2025-12-20,CLI_0091,tapetes,23514,1,Tienda Física
FAC_1205,2026-06-25,CLI_0163,Forros_Asiento,119634,1,Tienda Física
FAC_1875,2026-04-26,CLI_0149,Tapetes,88502,1,Tienda Física
FAC_1500,2025-12-01,CLI_0196,Forros_Asiento,144798,-1,Tienda Física
FAC_1913,2025-12-01,CLI_0139,Accesorios,22759,2,Tienda Física
FAC_1288,2025-09-22,CLI_0276,tapetes,36236,2,Tienda Física
FAC_2156,2025-11-16,CLI_0163,Tapetes,102627,1,Tienda Física
FAC_1356,2025-08-25,CLI_0138,tapetes,93036,1,WhatsApp
FAC_1121,2025-12-02,CLI_0029,Forros_Asiento,138223,1,Tienda Física
FAC_2078,2026-03-12,CLI_0243,Accesorios,26537,1,Tienda Física
FAC_2059,2025-09-11,CLI_0082,Forros_Asiento,148281,1,Tienda Física
FAC_1589,2025-09-08,CLI_0192,Accesorios,23356,1,Web
FAC_1710,2026-07-07,CLI_0229,Accesorios,25686,1,WhatsApp
FAC_2041,2025-12-16,CLI_0032,Forros_Asiento,147845,1,Web
FAC_1526,2026-05-15,CLI_0136,Tapetes,79567,2,Tienda Física
FAC_1936,2025-09-22,CLI_0180,Tapetes,102769,2,Tienda Física
FAC_1937,2026-06-29,,Forros_Asiento,142322,1,Tienda Física
